word;n.total;r
acto;1675;0.987833619975795
apareció;1671;0.987814510478374
encontrado;1671;0.987814510478374
simple;1668;0.987795400980954
quedado;1666;0.987776291483534
superficie;1666;0.987776291483534
superior;1665;0.987757181986114
ojo;1663;0.987744442321167
conocer;1662;0.98773170265622
dirigió;1661;0.9877125931588
figura;1661;0.9877125931588
leer;1658;0.987687113828906
miembros;1658;0.987687113828906
culpa;1651;0.987668004331486
pan;1649;0.987655264666539
casas;1647;0.987636155169119
lengua;1647;0.987636155169119
batalla;1646;0.987617045671699
escribir;1644;0.987604306006752
posición;1637;0.987591566341805
alberto;1636;0.987578826676858
carácter;1633;0.987566087011912
córum;1632;0.987553347346965
salvo;1631;0.987534237849544
verde;1631;0.987534237849544
jaime;1630;0.987515128352124
cantidad;1627;0.987496018854704
sean;1627;0.987496018854704
darle;1626;0.98747053952481
negros;1626;0.98747053952481
escalera;1625;0.98745143002739
aomame;1624;0.98743232052997
suyo;1624;0.98743232052997
mundos;1621;0.98741321103255
césar;1617;0.987400471367603
común;1616;0.987387731702656
teléfono;1614;0.987374992037709
ocurrido;1613;0.987362252372763
vivo;1612;0.987349512707816
acababa;1611;0.987324033377922
diferencia;1611;0.987324033377922
llamar;1611;0.987324033377922
flores;1609;0.987292184215555
sabemos;1609;0.987292184215555
tuf;1606;0.987273074718135
aureliano;1605;0.987253965220715
principal;1605;0.987253965220715
ven;1602;0.987234855723294
sentir;1601;0.987222116058348
evidente;1599;0.987203006560927
tienda;1599;0.987203006560927
leyes;1598;0.987183897063507
triste;1591;0.98717115739856
muchacho;1588;0.987158417733614
presente;1587;0.987145678068667
gustaría;1586;0.987126568571247
humanidad;1586;0.987126568571247
mes;1585;0.987107459073826
continuó;1578;0.98709471940888
guardia;1577;0.987075609911459
hombro;1577;0.987075609911459
sorpresa;1575;0.987056500414039
lentamente;1572;0.987043760749092
arte;1571;0.987031021084146
inteligencia;1566;0.987011911586725
internet;1566;0.987011911586725
londres;1563;0.986992802089305
casos;1562;0.986980062424358
materia;1561;0.986954583094465
visir;1561;0.986954583094465
watson;1561;0.986954583094465
pocas;1558;0.986929103764571
profesor;1557;0.986916364099624
llorar;1556;0.986903624434677
perro;1555;0.986890884769731
base;1552;0.986878145104784
red;1548;0.986865405439837
vió;1547;0.98685266577489
serie;1546;0.986839926109943
holloway;1544;0.986827186444996
barco;1542;0.98681444678005
decirle;1540;0.986801707115103
aparecer;1539;0.986782597617683
replicó;1539;0.986782597617683
antiguo;1538;0.986763488120262
hacían;1535;0.986750748455316
debido;1534;0.986738008790369
máquina;1532;0.986725269125422
josé;1529;0.986706159628002
serio;1529;0.986706159628002
cuarenta;1528;0.986687050130582
caballos;1527;0.986667940633161
podrían;1527;0.986667940633161
bolsillo;1526;0.986648831135741
hechos;1525;0.986636091470794
abrir;1524;0.986623351805848
capacidad;1522;0.986604242308427
carrera;1522;0.986604242308427
reír;1521;0.986585132811007
contacto;1517;0.98657239314606
baño;1516;0.986559653481113
sentí;1515;0.986546913816167
roy;1514;0.98653417415122
tesla;1513;0.986521434486273
ganas;1512;0.986508694821326
sonido;1509;0.986495955156379
espero;1505;0.986470475826486
muertos;1505;0.986470475826486
público;1505;0.986470475826486
perfectamente;1504;0.986438626664119
vosotros;1504;0.986438626664119
norte;1503;0.986419517166699
sentimientos;1500;0.986400407669278
vale;1500;0.986400407669278
estábamos;1498;0.986374928339385
polvo;1498;0.986374928339385
3;1497;0.986349449009491
corriendo;1497;0.986349449009491
mediante;1496;0.986330339512071
fué;1495;0.986317599847124
dedo;1494;0.986304860182177
ciento;1492;0.986266641187337
cuándo;1492;0.986266641187337
extraña;1492;0.986266641187337
mejores;1492;0.986266641187337
suya;1492;0.986266641187337
confianza;1491;0.986228422192496
hermanos;1488;0.986202942862603
imperio;1488;0.986202942862603
prisa;1488;0.986202942862603
encuentra;1485;0.986171093700236
línea;1485;0.986171093700236
loco;1484;0.986151984202816
conseguir;1482;0.986139244537869
tantas;1479;0.986126504872922
murió;1477;0.986107395375502
piensa;1477;0.986107395375502
seguramente;1474;0.986088285878081
solamente;1472;0.986075546213135
d'averc;1470;0.986062806548188
llega;1468;0.986050066883241
entender;1466;0.986037327218294
pensamientos;1459;0.986018217720874
propios;1459;0.986018217720874
quisiera;1455;0.985999108223454
cambiar;1454;0.985986368558507
altura;1452;0.985967259061087
lluvia;1452;0.985967259061087
pone;1449;0.985948149563666
jo;1445;0.985929040066246
nariz;1445;0.985929040066246
cuantos;1444;0.985909930568826
control;1442;0.985897190903879
radio;1441;0.985884451238933
grito;1439;0.985871711573986
anciano;1434;0.985858971909039
compañeros;1433;0.985833492579145
ocurrió;1433;0.985833492579145
total;1433;0.985833492579145
asiento;1431;0.985801643416778
patio;1431;0.985801643416778
segundos;1427;0.985782533919358
paredes;1425;0.985763424421938
plaza;1425;0.985763424421938
dan;1423;0.985744314924517
roma;1420;0.985725205427097
árbol;1420;0.985725205427097
amiga;1418;0.985706095929677
colegio;1415;0.985686986432257
luisa;1415;0.985686986432257
violencia;1413;0.985667876934837
oficina;1411;0.98565513726989
llamaba;1409;0.985642397604943
felicidad;1408;0.985623288107523
placer;1408;0.985623288107523
acabó;1407;0.985604178610103
venía;1406;0.985591438945156
habló;1404;0.985572329447736
murmuró;1404;0.985572329447736
crees;1402;0.985546850117842
hallaba;1402;0.985546850117842
científicos;1401;0.985521370787948
escrito;1401;0.985521370787948
tantos;1399;0.985502261290528
probable;1398;0.985489521625581
quizás;1397;0.985470412128161
tema;1397;0.985470412128161
dejaba;1395;0.985451302630741
fueran;1394;0.985419453468374
imbécil;1394;0.985419453468374
nivel;1394;0.985419453468374
unidad;1394;0.985419453468374
estrella;1392;0.985381234473533
hubieran;1392;0.985381234473533
meliadus;1388;0.985362124976113
pensado;1386;0.985343015478693
precio;1386;0.985343015478693
acción;1385;0.985311166316326
llevado;1385;0.985311166316326
parecido;1385;0.985311166316326
borde;1379;0.985285686986432
anna;1378;0.985266577489012
c;1378;0.985266577489012
cerró;1377;0.985234728326645
pasillo;1377;0.985234728326645
razones;1377;0.985234728326645
pidió;1376;0.985209248996751
muchacha;1373;0.985196509331805
diferente;1372;0.985183769666858
decisión;1370;0.985158290336964
gritos;1370;0.985158290336964
peso;1370;0.985158290336964
terminado;1369;0.985132811007071
abierta;1368;0.985107331677177
cultura;1368;0.985107331677177
verdadero;1368;0.985107331677177
uso;1367;0.985081852347283
lanzó;1364;0.98505637301739
salido;1364;0.98505637301739
totalmente;1364;0.98505637301739
particular;1363;0.985030893687496
banco;1360;0.985018154022549
lucha;1359;0.984999044525129
plata;1359;0.984999044525129
llamada;1358;0.984979935027709
llegaron;1357;0.984967195362762
noticia;1354;0.984954455697815
calles;1353;0.984941716032868
caja;1350;0.984928976367921
carretera;1349;0.984909866870501
enfermedad;1349;0.984909866870501
cid;1348;0.984890757373081
evans;1347;0.984878017708134
isla;1344;0.984865278043188
criatura;1343;0.984846168545767
visita;1343;0.984846168545767
piso;1342;0.984827059048347
matrimonio;1341;0.9848143193834
sur;1340;0.98479520988598
tuviera;1340;0.98479520988598
oficial;1339;0.984769730556086
universidad;1339;0.984769730556086
rápido;1338;0.984750621058666
despacho;1337;0.984731511561246
in;1337;0.984731511561246
dulce;1336;0.984712402063826
señal;1335;0.984699662398879
teniente;1334;0.984686922733932
noticias;1330;0.984674183068985
bajó;1329;0.984661443404038
conozco;1328;0.984635964074145
mismas;1328;0.984635964074145
salud;1328;0.984635964074145
schehrazada;1326;0.984610484744251
empresa;1325;0.984578635581884
llegada;1325;0.984578635581884
sale;1325;0.984578635581884
tamaño;1325;0.984578635581884
verano;1323;0.984546786419517
partido;1322;0.98453404675457
querida;1321;0.984521307089624
enemigo;1320;0.984489457927257
fe;1320;0.984489457927257
profundo;1320;0.984489457927257
quince;1320;0.984489457927257
detalles;1319;0.984451238932416
intención;1319;0.984451238932416
resultaba;1316;0.984432129434996
directamente;1311;0.984406650105102
fortuna;1311;0.984406650105102
sultán;1311;0.984406650105102
españa;1307;0.984381170775209
malo;1306;0.984368431110262
lievin;1305;0.984355691445315
bosque;1303;0.984342951780368
andar;1302;0.984317472450475
asintió;1302;0.984317472450475
madrid;1302;0.984317472450475
estudio;1300;0.984285623288108
segura;1300;0.984285623288108
compañero;1298;0.984266513790687
empezar;1297;0.98425377412574
repuso;1293;0.984241034460794
tercera;1290;0.984228294795847
doce;1287;0.9842155551309
comprar;1286;0.984202815465953
hablado;1284;0.984190075801006
visión;1283;0.98417733613606
thomas;1282;0.984158226638639
órdenes;1282;0.984158226638639
ganar;1281;0.984139117141219
conducta;1280;0.984113637811326
convertido;1280;0.984113637811326
descubierto;1280;0.984113637811326
masako;1279;0.984088158481432
estación;1278;0.984069048984012
voces;1278;0.984069048984012
nubes;1277;0.984049939486592
rosa;1276;0.984037199821645
clare;1273;0.984018090324225
europa;1273;0.984018090324225
ayer;1272;0.983998980826804
debemos;1271;0.983986241161857
curiosidad;1269;0.983973501496911
decidió;1268;0.983960761831964
medios;1267;0.983948022167017
nueve;1265;0.983922542837123
peter;1265;0.983922542837123
propósito;1265;0.983922542837123
hago;1264;0.983865214344863
investigación;1264;0.983865214344863
jane;1264;0.983865214344863
mantener;1264;0.983865214344863
princesa;1264;0.983865214344863
pruebas;1264;0.983865214344863
reloj;1263;0.983820625517549
explicó;1260;0.983807885852602
deben;1259;0.983795146187655
acaba;1258;0.983776036690235
ataque;1258;0.983776036690235
siglos;1257;0.983756927192815
absoluto;1256;0.983744187527868
quieren;1253;0.983725078030448
tendrá;1253;0.983725078030448
ves;1252;0.983705968533028
escuchar;1250;0.983693228868081
colores;1249;0.983667749538187
podrá;1249;0.983667749538187
temor;1249;0.983667749538187
cuerpos;1246;0.983642270208293
normal;1245;0.983629530543347
hojas;1244;0.9836167908784
matar;1243;0.98359768138098
volví;1243;0.98359768138098
desgracia;1242;0.983565832218613
escena;1242;0.983565832218613
inmediato;1242;0.983565832218613
actitud;1241;0.983533983056246
escuela;1241;0.983533983056246
pequeñas;1239;0.983514873558825
castillo;1238;0.983495764061405
zapatos;1238;0.983495764061405
cristal;1236;0.983463914899038
recordar;1236;0.983463914899038
verlo;1236;0.983463914899038
duro;1234;0.983438435569145
origen;1233;0.983425695904198
daño;1232;0.983400216574304
necesita;1232;0.983400216574304
rodillas;1232;0.983400216574304
grave;1230;0.983368367411937
toma;1230;0.983368367411937
pedro;1229;0.983349257914517
justicia;1227;0.98333651824957
4;1226;0.98331740875215
haría;1226;0.98331740875215
techo;1225;0.98329829925473
antigua;1224;0.983272819924836
estaría;1224;0.983272819924836
militar;1224;0.983272819924836
cayetano;1221;0.983240970762469
mercado;1221;0.983240970762469
ambas;1220;0.983221861265049
vaso;1219;0.983209121600102
deseos;1218;0.983183642270208
moral;1218;0.983183642270208
plan;1218;0.983183642270208
juicio;1217;0.983151793107841
llave;1217;0.983151793107841
risa;1216;0.983126313777948
santa;1216;0.983126313777948
inglés;1215;0.983100834448054
masa;1215;0.983100834448054
m;1213;0.983081724950634
camisa;1212;0.983068985285687
consecuencia;1211;0.983049875788267
error;1211;0.983049875788267
decidido;1209;0.983030766290847
cartas;1207;0.983005286960953
necesito;1207;0.983005286960953
poeta;1207;0.983005286960953
pagar;1206;0.982979807631059
proceso;1205;0.982967067966112
calló;1204;0.982947958468692
santo;1204;0.982947958468692
televisión;1203;0.982928848971272
circunstancias;1202;0.982916109306325
encontré;1201;0.982890629976432
física;1201;0.982890629976432
saben;1201;0.982890629976432
dejando;1200;0.982858780814065
ése;1200;0.982858780814065
modos;1199;0.982839671316644
arena;1197;0.982820561819224
edificio;1197;0.982820561819224
gris;1196;0.982795082489331
hermoso;1196;0.982795082489331
doy;1193;0.982769603159437
reina;1193;0.982769603159437
fuente;1190;0.982744123829543
pax;1190;0.982744123829543
volvía;1188;0.982725014332123
subir;1187;0.982712274667176
proctor;1186;0.982699535002229
cargo;1185;0.982661316007389
condición;1185;0.982661316007389
conoce;1185;0.982661316007389
raza;1185;0.982661316007389
roja;1185;0.982661316007389
olvidado;1184;0.982616727180075
viendo;1184;0.982616727180075
asuntos;1182;0.982591247850182
explicar;1182;0.982591247850182
ventanas;1179;0.982572138352761
ocasiones;1177;0.982553028855341
oportunidad;1177;0.982553028855341
parecen;1176;0.982533919357921
recién;1175;0.982514809860501
venga;1175;0.982514809860501
hacerse;1174;0.98249570036308
pura;1171;0.98247659086566
verdadera;1171;0.98247659086566
tierras;1170;0.98245748136824
maría;1169;0.982444741703293
colonia;1167;0.982425632205873
miro;1167;0.982425632205873
ciudades;1166;0.982406522708453
copa;1165;0.982393783043506
costa;1164;0.982368303713612
dólares;1164;0.982368303713612
luces;1164;0.982368303713612
humo;1163;0.982336454551245
sois;1163;0.982336454551245
señores;1162;0.982317345053825
mayores;1161;0.982304605388878
misión;1160;0.982291865723932
enfermo;1159;0.982279126058985
espaldas;1158;0.982253646729091
sonriendo;1158;0.982253646729091
vivía;1158;0.982253646729091
hermosa;1157;0.982228167399197
pedir;1156;0.982209057901777
puntos;1156;0.982209057901777
necesitaba;1155;0.982189948404357
llegaba;1152;0.982170838906937
puente;1152;0.982170838906937
comandante;1150;0.982151729409517
narración;1149;0.982132619912096
recibir;1149;0.982132619912096
breve;1145;0.982107140582203
dieron;1145;0.982107140582203
sacar;1143;0.982088031084782
nombres;1142;0.982068921587362
observó;1142;0.982068921587362
sentimiento;1141;0.982049812089942
reino;1139;0.982037072424995
arthur;1134;0.982017962927575
montecristo;1134;0.982017962927575
abierto;1132;0.981992483597681
lenguaje;1132;0.981992483597681
tren;1131;0.981973374100261
contó;1130;0.981960634435314
grupos;1129;0.981941524937894
sentada;1129;0.981941524937894
oye;1127;0.981916045608001
tarea;1127;0.981916045608001
parís;1126;0.981890566278107
zona;1126;0.981890566278107
concepto;1124;0.981871456780687
exterior;1123;0.981852347283266
presidente;1123;0.981852347283266
educación;1122;0.981833237785846
negocio;1121;0.981807758455952
sistemas;1121;0.981807758455952
viva;1121;0.981807758455952
beber;1120;0.981775909293586
naturalmente;1120;0.981775909293586
ay;1118;0.981750429963692
rincón;1118;0.981750429963692
sociales;1116;0.981731320466272
absolutamente;1115;0.981712210968852
torno;1115;0.981712210968852
naves;1113;0.981693101471431
regresar;1112;0.981680361806484
cubierta;1110;0.981667622141538
lista;1108;0.981654882476591
campos;1107;0.981635772979171
salida;1107;0.981635772979171
buscando;1106;0.981610293649277
descubrir;1106;0.981610293649277
haré;1105;0.981584814319383
suave;1105;0.981584814319383
empezaron;1104;0.98155933498949
tranquilo;1104;0.98155933498949
escapar;1103;0.981527485827123
esposo;1103;0.981527485827123
tenéis;1103;0.981527485827123
antiguos;1101;0.981502006497229
agradable;1100;0.981476527167336
aparte;1100;0.981476527167336
punta;1100;0.981476527167336
círculo;1099;0.981451047837442
ponía;1098;0.981438308172495
brillante;1097;0.981412828842601
consejo;1097;0.981412828842601
importantes;1097;0.981412828842601
hierro;1096;0.981387349512708
respeto;1095;0.981368240015288
salía;1095;0.981368240015288
5;1094;0.981323651187974
clases;1094;0.981323651187974
enemigos;1094;0.981323651187974
piedras;1094;0.981323651187974
viejos;1094;0.981323651187974
elementos;1092;0.98127906236066
roger;1092;0.98127906236066
bolsa;1091;0.98125995286324
aliocha;1089;0.98124084336582
población;1089;0.98124084336582
lugares;1088;0.981215364035926
propias;1088;0.981215364035926
cambiado;1087;0.981189884706032
equipo;1087;0.981189884706032
seguido;1086;0.981170775208612
tomado;1085;0.981158035543665
consigo;1084;0.981145295878718
curso;1083;0.981132556213772
cabello;1082;0.981100707051404
conseguido;1082;0.981100707051404
mensaje;1082;0.981100707051404
únicamente;1082;0.981100707051404
barón;1081;0.981062488056564
frecuencia;1081;0.981062488056564
comprendió;1078;0.981043378559144
aventura;1077;0.981024269061724
vive;1077;0.981024269061724
cadáver;1076;0.98099878973183
repitió;1076;0.98099878973183
dices;1075;0.980966940569463
papa;1075;0.980966940569463
supo;1075;0.980966940569463
